Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd,CountryName
104101,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,NER,YEAR,AFR,Africa,SEX,SEX_FMLE,2020,,,,,,,1.7,1.7,,,,2023-04-20T07:33:17+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Niger
111364,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,DZA,YEAR,AFR,Africa,SEX,SEX_MLE,2020,,,,,,,0.9,0.85,,,,2023-04-20T07:33:04+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Algeria
129213,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,SLV,YEAR,AMR,Americas,SEX,SEX_MLE,2020,,,,,,,1.5,1.5,,,,2023-04-20T07:33:10+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,El Salvador
178074,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,CPV,YEAR,AFR,Africa,SEX,SEX_BTSX,2020,,,,,,,6.0,6.0,,,,2023-04-20T07:33:07+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Cabo Verde
183463,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,CYP,YEAR,EUR,Europe,SEX,SEX_FMLE,2020,,,,,,,1.0,1.0,,,,2023-04-20T07:33:09+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Cyprus
222164,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,USA,YEAR,AMR,Americas,SEX,SEX_BTSX,2020,,,,,,,4.2,4.2,,,,2023-04-20T07:33:23+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,United States
361535,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,SVN,YEAR,EUR,Europe,SEX,SEX_MLE,2020,,,,,,,5.9,5.9,,,,2023-04-20T07:33:20+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Slovenia
414870,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,TTO,YEAR,AMR,Americas,SEX,SEX_FMLE,2020,,,,,,,1.5,1.5,,,,2023-04-20T07:33:22+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Trinidad and Tobago
435379,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,GEO,YEAR,EUR,Europe,SEX,SEX_FMLE,2020,,,,,,,0.7,0.72,,,,2023-04-20T07:33:11+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Georgia
475952,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,NPL,YEAR,SEAR,South-East Asia,SEX,SEX_MLE,2020,,,,,,,5.5,5.5,,,,2023-04-20T07:33:17+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Nepal
560870,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,ARM,YEAR,EUR,Europe,SEX,SEX_FMLE,2020,,,,,,,0.3,0.27,,,,2023-04-20T07:33:05+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Armenia
567549,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,CAF,YEAR,AFR,Africa,SEX,SEX_FMLE,2020,,,,,,,1.2,1.2,,,,2023-04-20T07:33:08+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Central African Republic
718884,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,SEX,SEX_FMLE,2020,,,,,,,2.9,2.9,,,,2023-04-20T07:33:04+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Afghanistan
738725,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,PRK,YEAR,SEAR,South-East Asia,SEX,SEX_BTSX,2020,,,,,,,0.9,0.85,,,,2023-04-20T07:33:09+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,"Korea, Democratic People's Republic of"
770552,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,VNM,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2020,,,,,,,1.9,1.9,,,,2023-04-20T07:33:24+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Viet Nam
790521,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,YEM,YEAR,EMR,Eastern Mediterranean,SEX,SEX_MLE,2020,,,,,,,1.6,1.6,,,,2023-04-20T07:33:24+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Yemen
799071,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,GEO,YEAR,EUR,Europe,SEX,SEX_BTSX,2020,,,,,,,2.7,2.7,,,,2023-04-20T07:33:11+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Georgia
819343,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,LTU,YEAR,EUR,Europe,SEX,SEX_MLE,2020,,,,,,,6.5,6.5,,,,2023-04-20T07:33:15+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Lithuania
824672,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,SEN,YEAR,AFR,Africa,SEX,SEX_MLE,2020,,,,,,,2.1,2.1,,,,2023-04-20T07:33:20+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Senegal
884457,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,MDG,YEAR,AFR,Africa,SEX,SEX_BTSX,2020,,,,,,,2.6,2.6,,,,2023-04-20T07:33:15+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Madagascar
930285,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,MDV,YEAR,SEAR,South-East Asia,SEX,SEX_BTSX,2020,,,,,,,1.2,1.2,,,,2023-04-20T07:33:15+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Maldives
943598,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,COG,YEAR,AFR,Africa,SEX,SEX_MLE,2020,,,,,,,0.5,0.52,,,,2023-04-20T07:33:08+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Congo
943832,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,BHR,YEAR,EMR,Eastern Mediterranean,SEX,SEX_BTSX,2020,,,,,,,1.6,1.6,,,,2023-04-20T07:33:05+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Bahrain
1054746,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,LBN,YEAR,EMR,Eastern Mediterranean,SEX,SEX_MLE,2020,,,,,,,1.4,1.4,,,,2023-04-20T07:33:14+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Lebanon
1068766,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,NIC,YEAR,AMR,Americas,SEX,SEX_BTSX,2020,,,,,,,0.5,0.5,,,,2023-04-20T07:33:17+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Nicaragua
1176638,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,GNQ,YEAR,AFR,Africa,SEX,SEX_BTSX,2020,,,,,,,2.3,2.3,,,,2023-04-20T07:33:10+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Equatorial Guinea
1181272,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,VUT,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2020,,,,,,,2.5,2.5,,,,2023-04-20T07:33:23+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Vanuatu
1227199,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,KGZ,YEAR,EUR,Europe,SEX,SEX_BTSX,2020,,,,,,,1.8,1.8,,,,2023-04-20T07:33:14+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Kyrgyzstan
1293522,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,WSM,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2020,,,,,,,3.0,3.0,,,,2023-04-20T07:33:19+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Samoa
1294753,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,MNG,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2020,,,,,,,1.4,1.4,,,,2023-04-20T07:33:16+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Mongolia
1359781,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,LBN,YEAR,EMR,Eastern Mediterranean,SEX,SEX_BTSX,2020,,,,,,,1.1,1.1,,,,2023-04-20T07:33:14+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Lebanon
1394196,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,BIH,YEAR,EUR,Europe,SEX,SEX_BTSX,2020,,,,,,,3.1,3.1,,,,2023-04-20T07:33:06+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Bosnia and Herzegovina
1438725,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,BOL,YEAR,AMR,Americas,SEX,SEX_FMLE,2020,,,,,,,0.3,0.33,,,,2023-04-20T07:33:06+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,"Bolivia, Plurinational State of"
1526838,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,MAR,YEAR,EMR,Eastern Mediterranean,SEX,SEX_MLE,2020,,,,,,,2.3,2.3,,,,2023-04-20T07:33:16+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Morocco
1544134,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,SSD,YEAR,AFR,Africa,SEX,SEX_MLE,2020,,,,,,,2.1,2.1,,,,2023-04-20T07:33:21+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,South Sudan
1591788,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,ISL,YEAR,EUR,Europe,SEX,SEX_BTSX,2020,,,,,,,1.8,1.8,,,,2023-04-20T07:33:13+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Iceland
1652016,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,EST,YEAR,EUR,Europe,SEX,SEX_FMLE,2020,,,,,,,1.7,1.7,,,,2023-04-20T07:33:10+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Estonia
1690717,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,DNK,YEAR,EUR,Europe,SEX,SEX_BTSX,2020,,,,,,,3.6,3.6,,,,2023-04-20T07:33:09+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Denmark
1980527,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,MRT,YEAR,AFR,Africa,SEX,SEX_BTSX,2020,,,,,,,2.0,2.0,,,,2023-04-20T07:33:16+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Mauritania
2154436,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,MKD,YEAR,EUR,Europe,SEX,SEX_BTSX,2020,,,,,,,1.3,1.3,,,,2023-04-20T07:33:17+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,North Macedonia
2161636,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,ISR,YEAR,EUR,Europe,SEX,SEX_BTSX,2020,,,,,,,1.6,1.6,,,,2023-04-20T07:33:13+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Israel
2180395,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,CIV,YEAR,AFR,Africa,SEX,SEX_BTSX,2020,,,,,,,1.3,1.3,,,,2023-04-20T07:33:09+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Côte d'Ivoire
2186602,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,GIN,YEAR,AFR,Africa,SEX,SEX_BTSX,2020,,,,,,,1.0,0.95,,,,2023-04-20T07:33:12+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Guinea
2252667,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,DNK,YEAR,EUR,Europe,SEX,SEX_MLE,2020,,,,,,,4.3,4.3,,,,2023-04-20T07:33:09+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Denmark
2313710,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,USA,YEAR,AMR,Americas,SEX,SEX_MLE,2020,,,,,,,6.0,6.0,,,,2023-04-20T07:33:23+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,United States
2397952,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,CHL,YEAR,AMR,Americas,SEX,SEX_MLE,2020,,,,,,,1.3,1.3,,,,2023-04-20T07:33:08+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Chile
2498509,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,SEX,SEX_MLE,2020,,,,,,,6.4,6.4,,,,2023-04-20T07:33:04+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Afghanistan
2510676,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,NGA,YEAR,AFR,Africa,SEX,SEX_FMLE,2020,,,,,,,1.0,0.97,,,,2023-04-20T07:33:17+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Nigeria
2603320,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,BIH,YEAR,EUR,Europe,SEX,SEX_FMLE,2020,,,,,,,1.6,1.6,,,,2023-04-20T07:33:06+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Bosnia and Herzegovina
2609253,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,VEN,YEAR,AMR,Americas,SEX,SEX_BTSX,2020,,,,,,,1.9,1.9,,,,2023-04-20T07:33:24+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,"Venezuela, Bolivarian Republic of"
2662036,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,IRL,YEAR,EUR,Europe,SEX,SEX_FMLE,2020,,,,,,,2.6,2.6,,,,2023-04-20T07:33:13+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Ireland
2722730,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,NLD,YEAR,EUR,Europe,SEX,SEX_MLE,2020,,,,,,,5.2,5.2,,,,2023-04-20T07:33:17+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Netherlands
2815773,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,MDG,YEAR,AFR,Africa,SEX,SEX_MLE,2020,,,,,,,4.2,4.2,,,,2023-04-20T07:33:15+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Madagascar
2841028,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,RUS,YEAR,EUR,Europe,SEX,SEX_BTSX,2020,,,,,,,5.1,5.1,,,,2023-04-20T07:33:19+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Russian Federation
2859864,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,IND,YEAR,SEAR,South-East Asia,SEX,SEX_BTSX,2020,,,,,,,9.8,9.8,,,,2023-04-20T07:33:13+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,India
2866957,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,TKM,YEAR,EUR,Europe,SEX,SEX_FMLE,2020,,,,,,,1.5,1.5,,,,2023-04-20T07:33:22+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Turkmenistan
2894939,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,THA,YEAR,SEAR,South-East Asia,SEX,SEX_BTSX,2020,,,,,,,4.0,4.0,,,,2023-04-20T07:33:22+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Thailand
2992735,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,IDN,YEAR,SEAR,South-East Asia,SEX,SEX_MLE,2020,,,,,,,2.6,2.6,,,,2023-04-20T07:33:13+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Indonesia
2993599,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,KHM,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2020,,,,,,,3.9,3.9,,,,2023-04-20T07:33:07+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Cambodia
3066852,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,PRT,YEAR,EUR,Europe,SEX,SEX_FMLE,2020,,,,,,,1.9,1.9,,,,2023-04-20T07:33:18+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Portugal
3219217,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,LTU,YEAR,EUR,Europe,SEX,SEX_FMLE,2020,,,,,,,1.4,1.4,,,,2023-04-20T07:33:15+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Lithuania
3284515,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,LVA,YEAR,EUR,Europe,SEX,SEX_MLE,2020,,,,,,,12.3,12.3,,,,2023-04-20T07:33:14+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Latvia
3299127,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,MMR,YEAR,SEAR,South-East Asia,SEX,SEX_MLE,2020,,,,,,,7.0,7.0,,,,2023-04-20T07:33:16+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Myanmar
3378123,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,SUR,YEAR,AMR,Americas,SEX,SEX_BTSX,2020,,,,,,,1.8,1.8,,,,2023-04-20T07:33:21+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Suriname
3438871,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,DZA,YEAR,AFR,Africa,SEX,SEX_BTSX,2020,,,,,,,0.7,0.68,,,,2023-04-20T07:33:04+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Algeria
3443050,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,MYS,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2020,,,,,,,2.2,2.2,,,,2023-04-20T07:33:15+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Malaysia
3492054,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,SLV,YEAR,AMR,Americas,SEX,SEX_BTSX,2020,,,,,,,1.4,1.4,,,,2023-04-20T07:33:10+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,El Salvador
3498790,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,URY,YEAR,AMR,Americas,SEX,SEX_BTSX,2020,,,,,,,2.5,2.5,,,,2023-04-20T07:33:23+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Uruguay
3518245,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,DOM,YEAR,AMR,Americas,SEX,SEX_MLE,2020,,,,,,,1.4,1.4,,,,2023-04-20T07:33:10+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Dominican Republic
3524798,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,DZA,YEAR,AFR,Africa,SEX,SEX_FMLE,2020,,,,,,,0.5,0.51,,,,2023-04-20T07:33:04+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Algeria
3562213,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,HND,YEAR,AMR,Americas,SEX,SEX_FMLE,2020,,,,,,,0.7,0.66,,,,2023-04-20T07:33:12+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Honduras
3563005,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,ROU,YEAR,EUR,Europe,SEX,SEX_FMLE,2020,,,,,,,1.3,1.3,,,,2023-04-20T07:33:19+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Romania
3570324,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,POL,YEAR,EUR,Europe,SEX,SEX_BTSX,2020,,,,,,,6.0,6.0,,,,2023-04-20T07:33:18+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Poland
3648064,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,COM,YEAR,AFR,Africa,SEX,SEX_BTSX,2020,,,,,,,1.0,1.0,,,,2023-04-20T07:33:08+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Comoros
3649550,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,HUN,YEAR,EUR,Europe,SEX,SEX_FMLE,2020,,,,,,,3.3,3.3,,,,2023-04-20T07:33:12+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Hungary
3768437,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,DJI,YEAR,EMR,Eastern Mediterranean,SEX,SEX_MLE,2020,,,,,,,1.7,1.7,,,,2023-04-20T07:33:10+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Djibouti
3780780,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,CHN,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2020,,,,,,,1.0,1.0,,,,2023-04-20T07:33:08+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,China
3793011,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,ECU,YEAR,AMR,Americas,SEX,SEX_MLE,2020,,,,,,,1.1,1.1,,,,2023-04-20T07:33:10+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Ecuador
3806680,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,LBR,YEAR,AFR,Africa,SEX,SEX_MLE,2020,,,,,,,1.3,1.3,,,,2023-04-20T07:33:15+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Liberia
3894077,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,TUR,YEAR,EUR,Europe,SEX,SEX_MLE,2020,,,,,,,3.1,3.1,,,,2023-04-20T07:33:22+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Türkiye
3972730,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,GHA,YEAR,AFR,Africa,SEX,SEX_FMLE,2020,,,,,,,0.5,0.51,,,,2023-04-20T07:33:11+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Ghana
3986178,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,MEX,YEAR,AMR,Americas,SEX,SEX_FMLE,2020,,,,,,,1.1,1.1,,,,2023-04-20T07:33:16+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Mexico
4012467,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,HND,YEAR,AMR,Americas,SEX,SEX_BTSX,2020,,,,,,,1.1,1.1,,,,2023-04-20T07:33:12+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Honduras
4013125,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,DEU,YEAR,EUR,Europe,SEX,SEX_BTSX,2020,,,,,,,4.3,4.3,,,,2023-04-20T07:33:11+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Germany
4053350,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,SLE,YEAR,AFR,Africa,SEX,SEX_MLE,2020,,,,,,,1.5,1.5,,,,2023-04-20T07:33:20+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Sierra Leone
4099113,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,CAN,YEAR,AMR,Americas,SEX,SEX_MLE,2020,,,,,,,6.1,6.1,,,,2023-04-20T07:33:08+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Canada
4118190,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,GMB,YEAR,AFR,Africa,SEX,SEX_BTSX,2020,,,,,,,0.4,0.4,,,,2023-04-20T07:33:11+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Gambia
4151586,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,GTM,YEAR,AMR,Americas,SEX,SEX_FMLE,2020,,,,,,,1.5,1.5,,,,2023-04-20T07:33:12+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Guatemala
4197788,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,GUY,YEAR,AMR,Americas,SEX,SEX_MLE,2020,,,,,,,2.6,2.6,,,,2023-04-20T07:33:12+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Guyana
4198455,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,ARM,YEAR,EUR,Europe,SEX,SEX_MLE,2020,,,,,,,2.0,2.0,,,,2023-04-20T07:33:05+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Armenia
4351186,ORAL_HEALTH_CANCER_LIPORALCAVITY_100K,COUNTRY,UZB,YEAR,EUR,Europe,SEX,SEX_MLE,2020,,,,,,,5.2,5.2,,,,2023-04-20T07:33:23+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00,Uzbekistan
