Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd,CountryName
6123,NCD_HYP_PREVALENCE_A,COUNTRY,UZB,EUR,YEAR,Europe,SEX,SEX_FMLE,2016,,,,,,,43.3 [37.4-49.2],43.3,37.4,49.2,,2021-08-20T16:07:11+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Uzbekistan
11005,NCD_HYP_PREVALENCE_A,COUNTRY,LBN,EMR,YEAR,Eastern Mediterranean,SEX,SEX_BTSX,2016,,,,,,,38.6 [33.9-43.4],38.6,33.9,43.4,,2021-08-20T15:40:38+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Lebanon
16443,NCD_HYP_PREVALENCE_A,COUNTRY,OMN,EMR,YEAR,Eastern Mediterranean,SEX,SEX_BTSX,2016,,,,,,,46.3 [40.5-51.9],46.3,40.5,51.9,,2021-08-20T15:50:01+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Oman
43012,NCD_HYP_PREVALENCE_A,COUNTRY,KAZ,EUR,YEAR,Europe,SEX,SEX_BTSX,2016,,,,,,,42.0 [37.4-46.8],42.0,37.4,46.8,,2021-08-20T15:38:43+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Kazakhstan
52861,NCD_HYP_PREVALENCE_A,COUNTRY,CMR,AFR,YEAR,Africa,SEX,SEX_BTSX,2016,,,,,,,36.6 [30.6-42.8],36.6,30.6,42.8,,2021-08-20T15:22:12+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Cameroon
54495,NCD_HYP_PREVALENCE_A,COUNTRY,PER,AMR,YEAR,Americas,SEX,SEX_MLE,2016,,,,,,,21.7 [19.2-24.3],21.7,19.2,24.3,,2021-08-20T15:51:41+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Peru
59675,NCD_HYP_PREVALENCE_A,COUNTRY,MDV,SEAR,YEAR,South-East Asia,SEX,SEX_BTSX,2016,,,,,,,33.6 [26.6-41.3],33.6,26.6,41.3,,2021-08-20T15:43:08+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Maldives
60894,NCD_HYP_PREVALENCE_A,COUNTRY,SRB,EUR,YEAR,Europe,SEX,SEX_MLE,2016,,,,,,,49.7 [41.0-58.2],49.7,41.0,58.2,,2021-08-20T15:56:31+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Serbia
66589,NCD_HYP_PREVALENCE_A,COUNTRY,SYC,AFR,YEAR,Africa,SEX,SEX_FMLE,2016,,,,,,,43.3 [35.8-51.2],43.3,35.8,51.2,,2021-08-20T15:56:45+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Seychelles
72285,NCD_HYP_PREVALENCE_A,COUNTRY,URY,AMR,YEAR,Americas,SEX,SEX_FMLE,2016,,,,,,,39.1 [32.2-46.3],39.1,32.2,46.3,,2021-08-20T16:06:49+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Uruguay
115609,NCD_HYP_PREVALENCE_A,COUNTRY,RUS,EUR,YEAR,Europe,SEX,SEX_BTSX,2016,,,,,,,45.8 [41.5-50.1],45.8,41.5,50.1,,2021-08-20T15:54:05+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Russia
117812,NCD_HYP_PREVALENCE_A,COUNTRY,BRA,AMR,YEAR,Americas,SEX,SEX_FMLE,2016,,,,,,,43.1 [38.5-47.9],43.1,38.5,47.9,,2021-08-20T15:20:17+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Brazil
124460,NCD_HYP_PREVALENCE_A,COUNTRY,LBR,AFR,YEAR,Africa,SEX,SEX_FMLE,2016,,,,,,,41.6 [31.9-51.8],41.6,31.9,51.8,,2021-08-20T15:41:13+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Liberia
146216,NCD_HYP_PREVALENCE_A,COUNTRY,EGY,EMR,YEAR,Eastern Mediterranean,SEX,SEX_FMLE,2016,,,,,,,41.2 [36.2-46.3],41.2,36.2,46.3,,2021-08-20T15:28:33+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Egypt
147231,NCD_HYP_PREVALENCE_A,COUNTRY,TLS,SEAR,YEAR,South-East Asia,SEX,SEX_BTSX,2016,,,,,,,34.6 [28.6-41.2],34.6,28.6,41.2,,2021-08-20T16:01:43+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Timor-Leste
148420,NCD_HYP_PREVALENCE_A,COUNTRY,MLT,EUR,YEAR,Europe,SEX,SEX_MLE,2016,,,,,,,35.1 [27.8-43.1],35.1,27.8,43.1,,2021-08-20T15:43:42+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Malta
195167,NCD_HYP_PREVALENCE_A,COUNTRY,TKM,EUR,YEAR,Europe,SEX,SEX_BTSX,2016,,,,,,,39.0 [34.7-43.4],39.0,34.7,43.4,,2021-08-20T16:03:56+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Turkmenistan
195380,NCD_HYP_PREVALENCE_A,COUNTRY,TZA,AFR,YEAR,Africa,SEX,SEX_BTSX,2016,,,,,,,34.9 [30.0-40.1],34.9,30.0,40.1,,2021-08-20T16:06:07+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Tanzania
204768,NCD_HYP_PREVALENCE_A,COUNTRY,GTM,AMR,YEAR,Americas,SEX,SEX_BTSX,2016,,,,,,,31.7 [25.8-37.8],31.7,25.8,37.8,,2021-08-20T15:33:46+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Guatemala
206079,NCD_HYP_PREVALENCE_A,COUNTRY,BFA,AFR,YEAR,Africa,SEX,SEX_BTSX,2016,,,,,,,31.2 [25.2-37.6],31.2,25.2,37.6,,2021-08-20T15:21:07+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Burkina Faso
257493,NCD_HYP_PREVALENCE_A,COUNTRY,ITA,EUR,YEAR,Europe,SEX,SEX_BTSX,2016,,,,,,,35.1 [31.7-38.6],35.1,31.7,38.6,,2021-08-20T15:37:37+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Italy
273005,NCD_HYP_PREVALENCE_A,COUNTRY,IRL,EUR,YEAR,Europe,SEX,SEX_BTSX,2016,,,,,,,33.1 [27.1-39.5],33.1,27.1,39.5,,2021-08-20T15:37:05+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Ireland
303616,NCD_HYP_PREVALENCE_A,COUNTRY,CUB,AMR,YEAR,Americas,SEX,SEX_BTSX,2016,,,,,,,39.6 [32.8-46.5],39.6,32.8,46.5,,2021-08-20T15:25:45+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Cuba
309693,NCD_HYP_PREVALENCE_A,COUNTRY,RWA,AFR,YEAR,Africa,SEX,SEX_FMLE,2016,,,,,,,31.7 [23.4-40.6],31.7,23.4,40.6,,2021-08-20T15:54:21+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Rwanda
377899,NCD_HYP_PREVALENCE_A,COUNTRY,FIN,EUR,YEAR,Europe,SEX,SEX_MLE,2016,,,,,,,42.0 [36.3-47.7],42.0,36.3,47.7,,2021-08-20T15:30:55+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Finland
395063,NCD_HYP_PREVALENCE_A,COUNTRY,SWE,EUR,YEAR,Europe,SEX,SEX_BTSX,2016,,,,,,,32.1 [28.3-36.0],32.1,28.3,36.0,,2021-08-20T16:00:11+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Sweden
395270,NCD_HYP_PREVALENCE_A,COUNTRY,BHR,EMR,YEAR,Eastern Mediterranean,SEX,SEX_BTSX,2016,,,,,,,38.8 [30.3-47.8],38.8,30.3,47.8,,2021-08-20T15:17:07+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Bahrain
417288,NCD_HYP_PREVALENCE_A,COUNTRY,PRK,SEAR,YEAR,South-East Asia,SEX,SEX_FMLE,2016,,,,,,,25.2 [16.5-34.9],25.2,16.5,34.9,,2021-08-20T15:26:37+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,North Korea
420031,NCD_HYP_PREVALENCE_A,COUNTRY,UKR,EUR,YEAR,Europe,SEX,SEX_MLE,2016,,,,,,,46.5 [39.2-53.9],46.5,39.2,53.9,,2021-08-20T16:05:07+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Ukraine
439196,NCD_HYP_PREVALENCE_A,COUNTRY,MUS,AFR,YEAR,Africa,SEX,SEX_FMLE,2016,,,,,,,33.5 [28.2-38.9],33.5,28.2,38.9,,2021-08-20T15:44:30+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Mauritius
488172,NCD_HYP_PREVALENCE_A,COUNTRY,MAR,EMR,YEAR,Eastern Mediterranean,SEX,SEX_MLE,2016,,,,,,,35.2 [27.8-43.2],35.2,27.8,43.2,,2021-08-20T15:45:55+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Morocco
488690,NCD_HYP_PREVALENCE_A,COUNTRY,GBR,EUR,YEAR,Europe,SEX,SEX_BTSX,2016,,,,,,,27.3 [25.6-28.9],27.3,25.6,28.9,,2021-08-20T16:05:45+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,United Kingdom
504913,NCD_HYP_PREVALENCE_A,COUNTRY,CAF,AFR,YEAR,Africa,SEX,SEX_MLE,2016,,,,,,,40.3 [31.5-49.7],40.3,31.5,49.7,,2021-08-20T15:22:45+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Central African Rep.
532786,NCD_HYP_PREVALENCE_A,COUNTRY,TUV,WPR,YEAR,Western Pacific,SEX,SEX_MLE,2016,,,,,,,48.1 [38.3-58.4],48.1,38.3,58.4,,2021-08-20T16:04:17+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Tuvalu
574002,NCD_HYP_PREVALENCE_A,COUNTRY,POL,EUR,YEAR,Europe,SEX,SEX_BTSX,2016,,,,,,,48.4 [44.6-52.2],48.4,44.6,52.2,,2021-08-20T15:52:13+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Poland
625753,NCD_HYP_PREVALENCE_A,COUNTRY,MLT,EUR,YEAR,Europe,SEX,SEX_BTSX,2016,,,,,,,30.5 [25.7-35.5],30.5,25.7,35.5,,2021-08-20T15:43:41+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Malta
657049,NCD_HYP_PREVALENCE_A,COUNTRY,JOR,EMR,YEAR,Eastern Mediterranean,SEX,SEX_FMLE,2016,,,,,,,36.3 [31.8-41.0],36.3,31.8,41.0,,2021-08-20T15:38:27+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Jordan
657633,NCD_HYP_PREVALENCE_A,COUNTRY,NLD,EUR,YEAR,Europe,SEX,SEX_MLE,2016,,,,,,,37.8 [31.6-43.9],37.8,31.6,43.9,,2021-08-20T15:47:31+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Netherlands
678621,NCD_HYP_PREVALENCE_A,COUNTRY,SLV,AMR,YEAR,Americas,SEX,SEX_BTSX,2016,,,,,,,32.4 [27.1-38.0],32.4,27.1,38.0,,2021-08-20T15:28:49+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,El Salvador
685350,NCD_HYP_PREVALENCE_A,COUNTRY,TUR,EUR,YEAR,Europe,SEX,SEX_BTSX,2016,,,,,,,33.5 [30.0-37.0],33.5,30.0,37.0,,2021-08-20T16:03:36+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Turkey
702886,NCD_HYP_PREVALENCE_A,COUNTRY,COG,AFR,YEAR,Africa,SEX,SEX_FMLE,2016,,,,,,,41.6 [28.3-55.5],41.6,28.3,55.5,,2021-08-20T15:24:23+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Congo
702944,NCD_HYP_PREVALENCE_A,COUNTRY,GAB,AFR,YEAR,Africa,SEX,SEX_MLE,2016,,,,,,,36.7 [24.6-49.3],36.7,24.6,49.3,,2021-08-20T15:31:48+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Gabon
718568,NCD_HYP_PREVALENCE_A,COUNTRY,SWE,EUR,YEAR,Europe,SEX,SEX_MLE,2016,,,,,,,37.6 [31.5-43.9],37.6,31.5,43.9,,2021-08-20T16:00:13+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Sweden
723890,NCD_HYP_PREVALENCE_A,COUNTRY,MMR,SEAR,YEAR,South-East Asia,SEX,SEX_BTSX,2016,,,,,,,37.2 [32.2-42.4],37.2,32.2,42.4,,2021-08-20T15:46:26+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Myanmar
733254,NCD_HYP_PREVALENCE_A,COUNTRY,BEN,AFR,YEAR,Africa,SEX,SEX_MLE,2016,,,,,,,30.9 [25.7-36.3],30.9,25.7,36.3,,2021-08-20T15:18:47+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Benin
748232,NCD_HYP_PREVALENCE_A,COUNTRY,SLE,AFR,YEAR,Africa,SEX,SEX_MLE,2016,,,,,,,39.1 [28.7-50.1],39.1,28.7,50.1,,2021-08-20T15:57:02+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Sierra Leone
765507,NCD_HYP_PREVALENCE_A,COUNTRY,BLZ,AMR,YEAR,Americas,SEX,SEX_FMLE,2016,,,,,,,37.0 [26.3-48.7],37.0,26.3,48.7,,2021-08-20T15:18:30+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Belize
785750,NCD_HYP_PREVALENCE_A,COUNTRY,NGA,AFR,YEAR,Africa,SEX,SEX_MLE,2016,,,,,,,33.5 [27.5-39.6],33.5,27.5,39.6,,2021-08-20T15:48:36+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Nigeria
805072,NCD_HYP_PREVALENCE_A,COUNTRY,MWI,AFR,YEAR,Africa,SEX,SEX_FMLE,2016,,,,,,,33.7 [28.2-39.5],33.7,28.2,39.5,,2021-08-20T15:42:37+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Malawi
819717,NCD_HYP_PREVALENCE_A,COUNTRY,AFG,EMR,YEAR,Eastern Mediterranean,SEX,SEX_BTSX,2016,,,,,,,39.5 [33.6-45.6],39.5,33.6,45.6,,2021-08-20T15:13:35+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Afghanistan
821912,NCD_HYP_PREVALENCE_A,COUNTRY,AUT,EUR,YEAR,Europe,SEX,SEX_BTSX,2016,,,,,,,35.5 [28.2-43.1],35.5,28.2,43.1,,2021-08-20T15:16:17+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Austria
897249,NCD_HYP_PREVALENCE_A,COUNTRY,TUN,EMR,YEAR,Eastern Mediterranean,SEX,SEX_FMLE,2016,,,,,,,35.4 [28.3-43.0],35.4,28.3,43.0,,2021-08-20T16:03:18+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Tunisia
899444,NCD_HYP_PREVALENCE_A,COUNTRY,LAO,WPR,YEAR,Western Pacific,SEX,SEX_FMLE,2016,,,,,,,30.8 [23.0-39.4],30.8,23.0,39.4,,2021-08-20T15:40:05+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Laos
903485,NCD_HYP_PREVALENCE_A,COUNTRY,MNG,WPR,YEAR,Western Pacific,SEX,SEX_FMLE,2016,,,,,,,42.2 [36.8-47.8],42.2,36.8,47.8,,2021-08-20T15:45:21+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Mongolia
904991,NCD_HYP_PREVALENCE_A,COUNTRY,BEL,EUR,YEAR,Europe,SEX,SEX_MLE,2016,,,,,,,36.1 [30.2-42.4],36.1,30.2,42.4,,2021-08-20T15:18:14+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Belgium
911728,NCD_HYP_PREVALENCE_A,COUNTRY,IRL,EUR,YEAR,Europe,SEX,SEX_MLE,2016,,,,,,,39.0 [29.8-48.7],39.0,29.8,48.7,,2021-08-20T15:37:06+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Ireland
954558,NCD_HYP_PREVALENCE_A,COUNTRY,PLW,WPR,YEAR,Western Pacific,SEX,SEX_MLE,2016,,,,,,,45.4 [37.7-53.3],45.4,37.7,53.3,,2021-08-20T15:50:37+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Palau
955769,NCD_HYP_PREVALENCE_A,COUNTRY,PAN,AMR,YEAR,Americas,SEX,SEX_FMLE,2016,,,,,,,35.3 [26.0-45.4],35.3,26.0,45.4,,2021-08-20T15:50:52+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Panama
963188,NCD_HYP_PREVALENCE_A,COUNTRY,ZMB,AFR,YEAR,Africa,SEX,SEX_FMLE,2016,,,,,,,35.4 [28.9-42.2],35.4,28.9,42.2,,2021-08-20T16:08:52+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Zambia
983033,NCD_HYP_PREVALENCE_A,COUNTRY,BGR,EUR,YEAR,Europe,SEX,SEX_BTSX,2016,,,,,,,45.2 [35.5-55.1],45.2,35.5,55.1,,2021-08-20T15:20:51+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Bulgaria
988807,NCD_HYP_PREVALENCE_A,COUNTRY,CAF,AFR,YEAR,Africa,SEX,SEX_FMLE,2016,,,,,,,42.6 [34.5-51.4],42.6,34.5,51.4,,2021-08-20T15:22:44+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Central African Rep.
992093,NCD_HYP_PREVALENCE_A,COUNTRY,MHL,WPR,YEAR,Western Pacific,SEX,SEX_BTSX,2016,,,,,,,31.5 [26.7-36.4],31.5,26.7,36.4,,2021-08-20T15:43:57+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Marshall Islands
997462,NCD_HYP_PREVALENCE_A,COUNTRY,ZAF,AFR,YEAR,Africa,SEX,SEX_MLE,2016,,,,,,,43.8 [38.9-48.7],43.8,38.9,48.7,,2021-08-20T15:58:36+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,South Africa
1009534,NCD_HYP_PREVALENCE_A,COUNTRY,LCA,AMR,YEAR,Americas,SEX,SEX_MLE,2016,,,,,,,38.7 [28.9-48.7],38.7,28.9,48.7,,2021-08-20T15:54:56+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Saint Lucia
1048726,NCD_HYP_PREVALENCE_A,COUNTRY,GRC,EUR,YEAR,Europe,SEX,SEX_FMLE,2016,,,,,,,27.0 [22.7-31.4],27.0,22.7,31.4,,2021-08-20T15:33:13+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Greece
1049182,NCD_HYP_PREVALENCE_A,COUNTRY,SLB,WPR,YEAR,Western Pacific,SEX,SEX_BTSX,2016,,,,,,,28.2 [23.4-33.3],28.2,23.4,33.3,,2021-08-20T15:58:04+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Solomon Is.
1054970,NCD_HYP_PREVALENCE_A,COUNTRY,PRY,AMR,YEAR,Americas,SEX,SEX_MLE,2016,,,,,,,61.3 [50.2-71.8],61.3,50.2,71.8,,2021-08-20T15:51:25+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Paraguay
1055171,NCD_HYP_PREVALENCE_A,COUNTRY,SYC,AFR,YEAR,Africa,SEX,SEX_BTSX,2016,,,,,,,45.7 [39.8-51.7],45.7,39.8,51.7,,2021-08-20T15:56:45+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Seychelles
1079334,NCD_HYP_PREVALENCE_A,COUNTRY,BHR,EMR,YEAR,Eastern Mediterranean,SEX,SEX_MLE,2016,,,,,,,40.0 [28.4-52.5],40.0,28.4,52.5,,2021-08-20T15:17:08+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Bahrain
1089312,NCD_HYP_PREVALENCE_A,COUNTRY,CHE,EUR,YEAR,Europe,SEX,SEX_MLE,2016,,,,,,,28.0 [22.4-34.2],28.0,22.4,34.2,,2021-08-20T16:00:30+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Switzerland
1113505,NCD_HYP_PREVALENCE_A,COUNTRY,CHN,WPR,YEAR,Western Pacific,SEX,SEX_FMLE,2016,,,,,,,25.3 [21.8-28.9],25.3,21.8,28.9,,2021-08-20T15:23:33+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,China
1148096,NCD_HYP_PREVALENCE_A,COUNTRY,SSD,AFR,YEAR,Africa,SEX,SEX_MLE,2016,,,,,,,33.7 [20.6-48.1],33.7,20.6,48.1,,2021-08-20T15:58:51+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,S. Sudan
1159974,NCD_HYP_PREVALENCE_A,COUNTRY,HTI,AMR,YEAR,Americas,SEX,SEX_FMLE,2016,,,,,,,46.9 [39.7-54.5],46.9,39.7,54.5,,2021-08-20T15:34:53+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Haiti
1160908,NCD_HYP_PREVALENCE_A,COUNTRY,KWT,EMR,YEAR,Eastern Mediterranean,SEX,SEX_MLE,2016,,,,,,,43.2 [36.3-50.2],43.2,36.3,50.2,,2021-08-20T15:39:33+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Kuwait
1161963,NCD_HYP_PREVALENCE_A,COUNTRY,AZE,EUR,YEAR,Europe,SEX,SEX_MLE,2016,,,,,,,38.8 [31.5-46.4],38.8,31.5,46.4,,2021-08-20T15:16:35+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Azerbaijan
1176577,NCD_HYP_PREVALENCE_A,COUNTRY,MDA,EUR,YEAR,Europe,SEX,SEX_BTSX,2016,,,,,,,49.0 [42.6-55.4],49.0,42.6,55.4,,2021-08-20T15:53:34+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Moldova
1207233,NCD_HYP_PREVALENCE_A,COUNTRY,SUR,AMR,YEAR,Americas,SEX,SEX_FMLE,2016,,,,,,,42.9 [33.3-53.1],42.9,33.3,53.1,,2021-08-20T15:59:54+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Suriname
1217630,NCD_HYP_PREVALENCE_A,COUNTRY,IND,SEAR,YEAR,South-East Asia,SEX,SEX_BTSX,2016,,,,,,,31.3 [28.1-34.5],31.3,28.1,34.5,,2021-08-20T15:35:59+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,India
1234013,NCD_HYP_PREVALENCE_A,COUNTRY,JPN,WPR,YEAR,Western Pacific,SEX,SEX_FMLE,2016,,,,,,,23.4 [20.9-25.9],23.4,20.9,25.9,,2021-08-20T15:38:11+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Japan
1243773,NCD_HYP_PREVALENCE_A,COUNTRY,AZE,EUR,YEAR,Europe,SEX,SEX_BTSX,2016,,,,,,,40.7 [35.8-45.8],40.7,35.8,45.8,,2021-08-20T15:16:34+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Azerbaijan
1250091,NCD_HYP_PREVALENCE_A,COUNTRY,PSE,EMR,YEAR,Eastern Mediterranean,SEX,SEX_MLE,2016,,,,,,,40.6 [31.4-49.9],40.6,31.4,49.9,,2021-08-20T15:49:45+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Palestine
1251725,NCD_HYP_PREVALENCE_A,COUNTRY,MUS,AFR,YEAR,Africa,SEX,SEX_MLE,2016,,,,,,,35.7 [30.0-41.9],35.7,30.0,41.9,,2021-08-20T15:44:31+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Mauritius
1315405,NCD_HYP_PREVALENCE_A,COUNTRY,PRK,SEAR,YEAR,South-East Asia,SEX,SEX_MLE,2016,,,,,,,28.2 [19.0-38.5],28.2,19.0,38.5,,2021-08-20T15:26:37+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,North Korea
1327145,NCD_HYP_PREVALENCE_A,COUNTRY,SLB,WPR,YEAR,Western Pacific,SEX,SEX_FMLE,2016,,,,,,,32.5 [25.6-39.9],32.5,25.6,39.9,,2021-08-20T15:58:05+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Solomon Is.
1337334,NCD_HYP_PREVALENCE_A,COUNTRY,PSE,EMR,YEAR,Eastern Mediterranean,SEX,SEX_BTSX,2016,,,,,,,39.5 [33.3-46.0],39.5,33.3,46.0,,2021-08-20T15:49:44+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Palestine
1350126,NCD_HYP_PREVALENCE_A,COUNTRY,GHA,AFR,YEAR,Africa,SEX,SEX_BTSX,2016,,,,,,,35.2 [30.6-40.0],35.2,30.6,40.0,,2021-08-20T15:32:55+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Ghana
1356083,NCD_HYP_PREVALENCE_A,COUNTRY,LSO,AFR,YEAR,Africa,SEX,SEX_FMLE,2016,,,,,,,46.8 [39.4-54.3],46.8,39.4,54.3,,2021-08-20T15:40:55+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Lesotho
1379642,NCD_HYP_PREVALENCE_A,COUNTRY,NER,AFR,YEAR,Africa,SEX,SEX_BTSX,2016,,,,,,,42.3 [34.5-50.3],42.3,34.5,50.3,,2021-08-20T15:48:18+02:00,2016.0,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00,Niger
